Time/us,Incident_strain(με),Transmitted_strain(με)
0.0,6.094341595088627,-20.731639497393143
0.19999999999999998,-20.799682124809912,-1.690397630229469
0.39999999999999997,15.009023916129147,13.502893197897961
0.6,18.811294327824278,-47.625346802438415
0.7999999999999999,-39.02070377307673,20.675723358777997
1.0,-26.043590137246362,-23.64901144412875
1.2,2.5568080633457075,6.639909869138692
1.4,-6.324851846871645,4.933662992214882
1.5999999999999999,-0.33602315008577593,21.691727829276903
1.7999999999999998,-17.060878551471603,11.018487617870809
2.0,17.587959497256573,-47.54580983459963
2.2,15.555838708578966,-15.695584943119828
2.4,1.320613951224321,2.7641025870656017
2.5999999999999996,22.54482413936066,-3.8995977223957397
2.8,9.350186845040913,9.552214595135409
3.0,-17.185849257664767,15.787331113394108
3.1999999999999997,7.375015681649978,12.169034728593584
3.3999999999999995,-19.17765201657998,-4.285498851089304
3.5999999999999996,17.569006026145452,-36.92674022240961
3.8,-0.998518219725058,-9.109624977096345
4.0,-3.6972472709052115,8.327362962779103
4.199999999999999,-13.61859088807883,-21.808945051009555
4.4,24.450826773480607,12.625494602431528
4.6,-3.0905896413760434,18.16786594534609
4.8,-8.566556443262145,2.5373395259168516
5.0,-7.042671009764593,-61.275597326247926
5.199999999999999,10.646183711066975,-25.561767254236067
5.4,7.308881287281567,37.72378317112163
5.6,8.254652231919769,-10.930755860567562
5.8,8.616420060157655,-39.68286446257992
6.0,42.83295201740923,24.704947766205446
6.2,-8.128300327692312,0.26711183087345713
6.3999999999999995,-10.244854581430747,22.09880977915451
6.6,-16.275454564957556,5.539173504387307
6.799999999999999,12.319588451509913,9.171182724243376
7.0,22.579445854417834,7.260184954290332
7.199999999999999,-2.2789491530975017,13.949766238420002
7.3999999999999995,-16.80312953925056,45.548608971121965
7.6,-16.489624313824795,19.420126719183763
7.8,13.011855756494022,-31.6067863569107
8.0,14.865083424068848,8.93323030557807
8.2,10.8630853661039,22.829615362064356
8.399999999999999,-13.310194145773888,24.05401613072292
8.6,4.643226461334396,-8.532099661181991
8.8,2.3337161828145647,23.298888903762553
9.0,4.37377193458026,18.554847991024104
9.2,17.428575558963797,51.450348739394606
9.4,4.471910975493646,-15.00003472497023
9.6,13.5782712614379,-10.148011528008507
9.799999999999999,1.3515813897778293,-6.122380969199079
10.0,5.7823879737996835,-9.804443000775505
10.2,12.625764516770808,-17.800414995272064
10.399999999999999,-29.14311639711333,-55.25351011347487
10.6,-6.393424327146027,-8.693989474462683
10.8,-9.407453085855911,7.387161193998089
11.0,-12.777556964866841,-9.864436910118215
11.2,-5.502845024533674,38.7076236705822
11.399999999999999,29.89882622468792,0.2675162543172516
11.6,-17.316622313864865,25.82058110368271
11.799999999999999,19.365567091829618,5.228408254599367
12.0,-33.65739543231609,16.52814619786516
12.2,-6.697700599715498,5.584831078671246
12.4,3.255061302100112,27.375692638071257
12.6,11.724446627185564,1.1187870026480147
12.799999999999999,14.224531595857101,9.922414161775716
13.0,15.866944703998504,7.326658673000875
13.2,-6.974501444968752,-5.7657091625463766
13.399999999999999,-9.247035853291344,8.099646378493537
13.599999999999998,17.159517625143078,44.687724923953645
13.8,-3.8260864976322986,-5.407938841908841
14.0,-25.51372646675844,8.389297857064966
14.2,-22.665744280069614,25.155579017388856
14.399999999999999,-18.38904572003223,22.805065618885607
14.6,9.943214881075281,0.23432835438730504
14.799999999999999,2.848514721411305,-47.66777405914724
14.999999999999998,13.809707081355366,10.334056372969327
15.2,-8.545052926730687,-44.38948517246106
15.399999999999999,3.170793821534285,29.398744618824622
15.6,12.511807879346737,3.3894774238652117
15.799999999999997,-6.186930794404769,19.993480397439782
16.0,9.13550475114823,-18.042222763621023
16.2,-13.238518821333027,-31.050149466001088
16.4,-7.261076931301436,5.215087682823344
16.6,-7.634757879966582,-0.6720687991228396
16.799999999999997,-23.916792911780796,-9.830816523143314
17.0,9.739449615711637,1.6932256146552755
17.2,-9.388046804054479,55.3487178406452
17.4,0.24988237455374862,16.690510947381156
17.6,9.61493317811818,20.98997211726638
17.8,8.930623520598882,16.878737831067113
18.0,13.307702179455726,29.58924287704386
18.2,-1.9697096901884723,-3.8014334580148983
18.4,-8.465966240883075,-41.095226153505884
18.599999999999998,-1.5943642181279811,-3.7717226601201963
18.8,-33.7466886791606,16.23471419993004
18.999999999999996,-28.942249448461748,-19.396007902301477
19.2,-26.45399224708805,-3.5273190097866074
19.400000000000002,-19.944936552029638,-13.835394860046263
19.599999999999998,7.995484534468733,30.04058503686261
19.8,-18.109581107201215,14.989140308131276
20.0,-7.563251080787794,13.030812412879182
20.2,25.984565955721312,12.432026262419429
20.4,-7.1252794212285195,-0.744985051042539
20.599999999999998,14.750311369341732,3.9511256505500705
20.799999999999997,-18.67235360019754,-23.703691610646352
21.0,-4.1087511573526,-43.72883957501135
21.2,-19.000441098211624,3.0016226069004817
21.4,-6.78066151801125,6.479805125442888
21.6,16.80616274914791,24.185291368507553
21.799999999999997,-34.54640846384698,31.42671632164736
22.0,8.688472870917147,31.39996969997894
22.199999999999996,4.754712046645558,-19.960471865877558
22.4,-11.88299911393589,-7.045300698995386
22.6,-28.921157087769092,9.606685917627592
22.799999999999997,1.4425901542773905,50.63809355484355
23.0,-10.58985418127605,29.601984074278324
23.2,4.6535242270940795,22.387943239967605
23.4,0.4370429104688576,-7.755759110985811
23.599999999999998,32.03557782641831,-17.66399262310249
23.8,-4.7871125494604865,15.77815766766479
24.0,-20.469949852437303,-22.013225284687206
24.2,3.5855126991263235,-4.768727019606054
24.4,4.3999336794353034,-2.295558980038453
24.599999999999998,27.183751504808733,31.85824178245616
24.8,16.702224918291574,-7.093946059193551
24.999999999999996,7.137421182990187,-48.78499277145231
25.2,29.26605782439124,10.088892953249367
25.4,-23.77526108645702,-13.98043706207853
25.599999999999998,-12.795030654994957,0.8526204887549363
25.8,-18.5315188281105,-1.734094016842473
26.0,-7.79619606311536,-5.474079916355366
26.2,-27.53372295112618,15.806811635694078
26.4,12.703018936288087,-30.657297567054147
26.599999999999998,-4.444453941975468,-10.340284499087206
26.799999999999997,-29.41612589005316,13.680758262347627
27.0,-20.311581624150833,-12.281695506887367
27.199999999999996,6.2702769490039065,-32.176134185399434
27.4,16.762531357887624,13.371106865134717
27.6,39.93461783383574,22.461892608830784
27.799999999999997,58.277249320146595,-0.8999041528601268
28.0,8.288188665519927,-39.21691196939066
28.2,-19.790762400637284,14.119394933976325
28.4,-42.64092561462619,-33.19775762839377
28.599999999999998,5.3542292468767165,6.175985536963315
28.799999999999997,-16.25882190620652,-17.749276494843198
29.0,-8.307145203593707,-23.196785715339306
29.2,-12.241935981196162,-8.838200341593804
29.4,-2.8158177283277053,-3.665951128545197
29.599999999999998,21.319604615752873,-12.884165007728965
29.8,3.1409713489068927,11.774065564303015
29.999999999999996,-3.1726967407737665,-8.921387569176677
30.2,-20.713075056516235,19.60381743343644
30.4,-33.49365889408715,5.623463312869589
30.599999999999998,-9.726158181466618,-13.951144131926162
30.799999999999997,-1.0756510163664101,-17.31879767664572
31.0,35.358598271597664,-32.94992598094878
31.2,2.6054904294577175,5.8146635573364485
31.4,19.654790220461155,-7.0917509450271625
31.599999999999994,-9.985911970783041,-47.44391056127029
31.8,-23.698875328340492,-10.714297455388003
32.0,-19.302335244647438,-18.02068058509904
32.199999999999996,-14.504521290715065,31.51355184341321
32.4,42.569394648703295,-34.055572237866194
32.6,-16.427733584487726,-28.827015994681076
32.8,16.7697840747269,22.199392862113996
32.99999999999999,-18.058543561740528,27.135263149279265
33.2,18.631460257484882,-14.899658774512831
33.4,7.699019322117264,-12.641716456178218
33.599999999999994,-3.1327579531618084,12.324707931066257
33.800000000000004,-0.8152505227086805,-46.54199593890621
34.0,-13.09575390858781,-37.22387369011112
34.199999999999996,8.921444029641613,-5.614668017014238
34.4,-9.0996696068156,30.997811322582525
34.6,-24.512115275344964,-8.714601763334791
